,loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,month,day,year,proj_period_id,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,data_entry_method
47888,L5080443,42.131211,-88.037032,US-IL,/GOOGLE_MAP/ZOOM:15,S80893989,OBS1070962462,2,12,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,15.001,PFW Mobile App v1.1.17
47912,L1020550,42.8068428,-80.2002487,CA-ON,ESRI_WEBSERVICE_STREET,S82218147,OBS1081161267,2,20,2021,PFW_2021,blujay,1,1,0,0,0,0,1,0.001,5.0,PFW Web 4.1.4
47921,L6473932,39.0837197,-77.5493061,US-VA,/GOOGLE_MAP/ZOOM:15,S82540747,OBS1084888822,2,27,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
47926,L12722626,44.6756502,-80.8347737,CA-ON,/GOOGLE_MAP/ZOOM:15,S76488575,OBS1015009399,11,14,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
47961,L11024458,41.4909475,-72.8371131,US-CT,/GOOGLE_MAP/ZOOM:18,S77817134,OBS1033573226,12,20,2020,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,15.001,PFW Web 4.1.4
47966,L72327,46.0919838,-89.7062016,US-WI,POSTCODE LAT/LONG LOOKUP,S76306696,OBS1012570326,11,14,2020,PFW_2021,blujay,8,1,0,1,1,1,1,1.001,,PFW Web 4.0.4
47969,L612233,42.1922355,-71.6808629,US-MA,ESRI_WEBSERVICE_STREET,S84064328,OBS1102946112,11,21,2020,PFW_2021,blujay,1,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
47973,L104447,38.4402495,-78.890915,US-VA,postal_code,S85016160,OBS1114538194,4,5,2021,PFW_2021,blujay,2,1,0,1,1,0,1,4.001,0.0,PFW Web 4.1.4
47980,L12713213,39.9009419,-76.6716937,US-PA,/GOOGLE_MAP/ZOOM:15,S83412570,OBS1095009782,3,13,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
47985,L8270148,45.154396,-76.3623201,CA-ON,/GOOGLE_MAP/ZOOM:16,S86674103,OBS1136158557,12,23,2020,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,5.0,PFW Web 4.1.4
47986,L97798,43.98333,-80.733333,CA-ON,POSTCODE LAT/LONG LOOKUP,S78662872,OBS1044281585,1,2,2021,PFW_2021,blujay,16,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
48000,L7027291,38.8387034,-77.3023541,US-VA,/GOOGLE_MAP/ZOOM:12,S84006915,OBS1102241058,3,22,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48009,L2058804,29.059269,-95.4657364,US-TX,,S77031109,OBS1022494019,12,1,2020,PFW_2021,blujay,3,1,0,1,1,0,1,1.001,,PFW Web 4.1.4
48013,L12843657,45.0575088,-93.3705389,US-MN,/GOOGLE_MAP/ZOOM:18,S76904693,OBS1020729843,11,21,2020,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
48015,L12737195,30.5114298,-84.2098698,US-FL,/GOOGLE_MAP/ZOOM:18,S79046299,OBS1049003177,1,9,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
48028,L10231712,53.5359011,-113.266536,CA-AB,/GOOGLE_MAP/ZOOM:17,S76714657,OBS1018098435,11,24,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
48040,L620100,43.1707254,-73.1685162,US-VT,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S83476269,OBS1095771245,3,14,2021,PFW_2021,blujay,27,0,0,1,1,1,1,4.001,15.001,PFW Web 4.1.4
48047,L472613,35.442366,-83.449583,US-NC,ESRI_WEBSERVICE_STREET,S78891824,OBS1047151443,12,26,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48070,L8108957,42.9331483,-89.47882,US-WI,/GOOGLE_MAP/ZOOM:18,S77787623,OBS1033172749,12,21,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
48072,L10088317,35.5755313,-82.5872977,US-NC,/GOOGLE_MAP/ZOOM:15,S79699302,OBS1057102599,1,18,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
48082,L273977,45.64109,-73.79369,CA-QC,POSTCODE LAT/LONG LOOKUP,S78880027,OBS1047019263,12,28,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
48110,L3225892,44.7240939,-78.3306527,CA-ON,/GOOGLE_MAP/ZOOM:18,S76900789,OBS1020677784,11,28,2020,PFW_2021,blujay,20,1,1,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48125,L3159683,41.48236,-90.574295,US-IL,/GOOGLE_MAP/ZOOM:15,S77529604,OBS1029503072,12,14,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
48141,L2412814,45.8568249,-76.7342504,CA-QC,/GOOGLE_MAP/ZOOM:15,S76255583,OBS1011994867,11,14,2020,PFW_2021,blujay,15,1,0,1,1,1,1,8.001,,PFW Web 4.0.4
48145,L2413082,43.31553,-80.3228045,CA-ON,/GOOGLE_MAP/ZOOM:15,S77053182,OBS1022824604,12,1,2020,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
48172,L76036,43.9014659,-71.1984831,US-NH,topozone,S81595822,OBS1074991567,12,5,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
48196,L13352174,32.98964,-96.728643,US-TX,/GOOGLE_MAP/ZOOM:15,S81336711,OBS1073460696,2,13,2021,PFW_2021,blujay,3,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
48206,L12727452,39.5467187,-104.9739872,US-CO,/GOOGLE_MAP/ZOOM:15,S84185298,OBS1104522930,3,27,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,5.0,PFW Mobile App v1.1.17
48213,L12647144,41.0390745,-73.6044506,US-CT,/GOOGLE_MAP/ZOOM:15,S79584471,OBS1055727627,1,17,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
48237,L36193,32.2125124,-80.6820216,US-SC,POSTCODE LAT/LONG LOOKUP,S84263918,OBS1105503138,3,22,2021,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
48245,L10902785,35.2018365,-79.3892959,US-NC,/GOOGLE_MAP/ZOOM:15,S76288210,OBS1012375168,11,14,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,,PFW Web 4.0.4
48293,L2831507,44.6704192,-72.2953652,US-VT,POSTCODE LAT/LONG LOOKUP,S80769618,OBS1069807290,2,6,2021,PFW_2021,blujay,16,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
48315,L12741576,42.4873526,-75.0824118,US-NY,/GOOGLE_MAP/ZOOM:15,S77992032,OBS1036079015,12,22,2020,PFW_2021,blujay,8,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
48357,L6363872,45.5850358,-65.9080773,CA-NB,,S85949110,OBS1126642650,3,27,2021,PFW_2021,blujay,2,1,0,1,0,1,1,8.001,0.0,PFW Web 4.1.4
48375,L34442,41.1523782,-81.6480276,US-OH,POSTCODE LAT/LONG LOOKUP,S85411091,OBS1119532692,4,4,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
48402,L3204881,44.384028,-68.209776,US-ME,/GOOGLE_MAP/ZOOM:18,S83255704,OBS1093214134,3,8,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48408,L1030462,36.9938354,-76.3849792,US-VA,ESRI_WEBSERVICE_STREET,S79850168,OBS1058896415,1,23,2021,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
48424,L80477,44.7449654,-73.0660075,US-VT,applet_mo2applet_1.0,S78107363,OBS1037529831,12,26,2020,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
48440,L34740,41.86928,-72.36688,US-CT,POSTCODE LAT/LONG LOOKUP,S77756541,OBS1032666252,12,19,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
48452,L6641455,38.7465821,-76.7608953,US-MD,/GOOGLE_MAP/ZOOM:18,S80307830,OBS1064495541,1,30,2021,PFW_2021,blujay,3,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
48515,L12728973,44.6165966,-79.4820798,CA-ON,/GOOGLE_MAP/ZOOM:12,S76849289,OBS1019973994,11,28,2020,PFW_2021,blujay,2,1,0,0,1,1,0,0.001,0.0,PFW Web 4.1.4
48572,L10126244,45.149687,-79.772599,CA-ON,/GOOGLE_MAP/ZOOM:15,S86357391,OBS1131932112,4,24,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
48587,L8070892,39.876799,-85.976355,US-IN,/GOOGLE_MAP/ZOOM:15,S82961905,OBS1089787747,3,6,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48594,L4254604,42.9944779,-89.6806669,US-WI,/GOOGLE_MAP/ZOOM:15,S87033958,OBS1141038357,4,4,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48597,L802647,43.3881775,-76.187793,US-NY,ESRI_WEBSERVICE_STREET,S85975622,OBS1126982960,4,4,2021,PFW_2021,blujay,1,1,0,1,0,0,1,4.001,0.0,PFW Web 4.1.4
48599,L6426569,40.8920194,-72.5299305,US-NY,/GOOGLE_MAP/ZOOM:18,S78917120,OBS1047530085,1,9,2021,PFW_2021,blujay,8,1,0,0,0,1,1,1.001,0.0,PFW Mobile App v1.1.17
48602,L8122669,42.4325834,-71.1841053,US-MA,/GOOGLE_MAP/ZOOM:18,S85705736,OBS1123453528,4,17,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
48646,L8192529,45.3667402,-71.8498027,CA-QC,/GOOGLE_MAP/ZOOM:12,S77020049,OBS1022354575,11,28,2020,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
48669,L12784893,53.4722885,-113.5351105,CA-AB,/GOOGLE_MAP/ZOOM:18,S83985570,OBS1101946100,3,22,2021,PFW_2021,blujay,1,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
48677,L12652778,42.8275206,-80.3132987,CA-ON,/GOOGLE_MAP/ZOOM:12,S84204887,OBS1104758352,3,25,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48697,L12746189,38.8442773,-77.1957152,US-VA,/GOOGLE_MAP/ZOOM:15,S77086518,OBS1023327784,12,3,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
48702,L1319187,43.7972433,-91.0889339,US-WI,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S79638326,OBS1056403098,1,19,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
48715,L13543651,39.7533477,-85.7634938,US-IN,/GOOGLE_MAP/ZOOM:15,S80732609,OBS1069414682,1,9,2021,PFW_2021,blujay,3,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
48718,L12979705,39.7662593,-74.281311,US-NJ,/GOOGLE_MAP/ZOOM:14,S80891031,OBS1070918372,2,8,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
48752,L76025,39.92918,-91.38071,US-IL,postal_code,S86520378,OBS1134115276,4,25,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
48753,L133384,37.9485463,-91.8337083,US-MO,topo paper 1:24000,S81264406,OBS1072881167,2,12,2021,PFW_2021,blujay,13,0,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
48764,L4064667,30.404748,-87.391901,US-FL,/GOOGLE_MAP/ZOOM:15,S80647958,OBS1068479368,2,1,2021,PFW_2021,blujay,3,1,0,1,0,1,0,0.001,0.0,PFW Web 4.1.4
48802,L8358549,33.2917382,-96.9882433,US-TX,/GOOGLE_MAP/ZOOM:15,S77442865,OBS1028269156,12,10,2020,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
48803,L21785,39.10666,-84.32972,US-OH,POSTCODE LAT/LONG LOOKUP,S77183469,OBS1024635227,12,5,2020,PFW_2021,blujay,2,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
48811,L5097821,43.7374384,-79.8048093,CA-ON,/GOOGLE_MAP/ZOOM:12,S77661153,OBS1031399919,12,16,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
48840,L167029,40.0954361,-75.151474,US-PA,PointMaker1.0_2,S78718582,OBS1044973663,12,3,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
48846,L12800245,46.1050515,-88.3173108,US-MI,/GOOGLE_MAP/ZOOM:18,S81936469,OBS1078053382,2,8,2021,PFW_2021,blujay,9,1,0,1,1,1,1,8.001,15.001,PFW Web 4.1.4
48926,L3158727,42.4655124,-72.9136419,US-MA,/GOOGLE_MAP/ZOOM:18,S86150087,OBS1129303558,4,19,2021,PFW_2021,blujay,2,1,0,1,0,1,0,4.001,0.0,PFW Web 4.1.4
48935,L12764406,42.5439749,-72.9626083,US-MA,/GOOGLE_MAP/ZOOM:12,S78231102,OBS1039084693,12,28,2020,PFW_2021,blujay,12,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
48965,L283534,41.5899224,-87.9413054,US-IL,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S81724070,OBS1075922742,2,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
48977,L466088,41.6453701,-70.8317757,US-MA,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S88291420,OBS1157917551,4,29,2021,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,,PFW Web 4.1.4
48991,L1833607,39.7555199,-82.5785217,US-OH,,S84133042,OBS1103825350,3,20,2021,PFW_2021,blujay,3,1,0,1,0,0,0,0.001,0.0,PFW Web 4.1.4
48994,L8817836,38.7471956,-76.6830044,US-MD,/GOOGLE_MAP/ZOOM:15,S83624121,OBS1097571304,3,17,2021,PFW_2021,blujay,2,1,0,1,0,1,1,0.001,,PFW Web 4.1.4
49009,L12777813,37.6419089,-77.5443083,US-VA,/GOOGLE_MAP/ZOOM:15,S80637520,OBS1068368543,2,6,2021,PFW_2021,blujay,3,1,0,1,0,1,0,0.001,0.001,PFW Mobile App v1.1.17
49011,L10126159,37.4755393,-77.2755361,US-VA,/GOOGLE_MAP/ZOOM:18,S76786853,OBS1019169263,11,28,2020,PFW_2021,blujay,1,1,0,0,1,1,0,0.001,0.0,PFW Mobile App v1.1.17
49012,L12884545,43.013679,-77.4312237,US-NY,/GOOGLE_MAP/ZOOM:12,S77398685,OBS1027653225,12,11,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
49020,L3144966,35.980589,-78.968068,US-NC,/GOOGLE_MAP/ZOOM:18,S83725870,OBS1098840531,1,30,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
49052,L7216264,42.2247879,-77.757434,US-NY,/GOOGLE_MAP/ZOOM:15,S78060139,OBS1036953410,12,26,2020,PFW_2021,blujay,11,1,0,1,0,1,0,1.001,0.001,PFW Web 4.1.4
49072,L1290278,45.34766,-80.03361,CA-ON,POSTCODE LAT/LONG LOOKUP,S76969132,OBS1021657845,11,28,2020,PFW_2021,blujay,10,1,0,1,1,1,1,4.001,0.0,PFW Mobile App v1.1.17
49074,L2503824,41.027191,-73.7952411,US-NY,/GOOGLE_MAP/ZOOM:18,S82801300,OBS1087960726,2,5,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
49075,L2472164,35.5686699,-82.5216365,US-NC,/GOOGLE_MAP/ZOOM:16,S77513899,OBS1029298336,12,12,2020,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
49076,L2422644,37.1916321,-88.7251192,US-IL,/GOOGLE_MAP/ZOOM:15,S83722733,OBS1098811996,3,9,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49110,L10076651,32.0440233,-102.0123053,US-TX,/GOOGLE_MAP/ZOOM:15,S83662533,OBS1098063639,3,17,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49116,L19085,52.1103675,-106.6238676,CA-SK,POSTCODE LAT/LONG LOOKUP,S77168837,OBS1024399108,12,5,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
49119,L12723834,43.4568396,-80.5283053,CA-ON,/GOOGLE_MAP/ZOOM:17,S79996352,OBS1060744394,12,15,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
49126,L8228370,41.3326235,-72.9792649,US-CT,/GOOGLE_MAP/ZOOM:18,S78253938,OBS1039424451,12,22,2020,PFW_2021,blujay,1,1,0,0,0,1,1,4.001,15.001,PFW Web 4.1.4
49155,L8150565,37.4688572,-77.5473914,US-VA,/GOOGLE_MAP/ZOOM:18,S84550574,OBS1108990384,3,29,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49169,L12722950,45.3749619,-73.3955535,CA-QC,/GOOGLE_MAP/ZOOM:15,S79461863,OBS1054105219,1,17,2021,PFW_2021,blujay,1,1,0,1,1,1,0,4.001,15.001,PFW Mobile App v1.1.17
49175,L13913126,44.6407533,-64.0599591,CA-NS,/GOOGLE_MAP/ZOOM:15,S85659286,OBS1122808755,3,29,2021,PFW_2021,blujay,5,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
49185,L12953948,37.245913,-76.715438,US-VA,/GOOGLE_MAP/ZOOM:15,S79993640,OBS1060711010,1,26,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
49223,L12822843,35.1999679,-97.4611356,US-OK,/GOOGLE_MAP/ZOOM:15,S85815414,OBS1124873078,4,16,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49250,L5587849,41.664919,-72.8930897,US-CT,/GOOGLE_MAP/ZOOM:15,S76617489,OBS1016735638,11,16,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
49280,L357435,42.357434,-76.4062643,US-NY,STATE/GOOGLE_MAP/ZOOM:2,S83610413,OBS1097426260,3,16,2021,PFW_2021,blujay,8,1,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
49314,L5118454,28.190037,-82.691735,US-FL,/GOOGLE_MAP/ZOOM:15,S81083866,OBS1072011793,2,12,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
49322,L10565934,36.118829,-88.501813,US-TN,/GOOGLE_MAP/ZOOM:15,S79602989,OBS1055942034,1,18,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49352,L12762816,42.2817382,-74.5709116,US-NY,/GOOGLE_MAP/ZOOM:15,S77627816,OBS1030903225,12,15,2020,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
49357,L4305429,37.179068,-93.338247,US-MO,/GOOGLE_MAP/ZOOM:15,S79264092,OBS1051894929,1,15,2021,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
49399,L808066,40.3002396,-75.2659607,US-PA,ESRI_WEBSERVICE_STREET,S84923413,OBS1113548462,12,19,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
49409,L12734283,41.8316879,-71.3301095,US-MA,/GOOGLE_MAP/ZOOM:19,S76969971,OBS1021659411,12,2,2020,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,0.0,PFW Mobile App v1.1.17
49416,L12743043,40.8033764,-77.9602214,US-PA,/GOOGLE_MAP/ZOOM:15,S79869704,OBS1059961093,1,25,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
49421,L2181442,41.3635216,-71.9875565,US-CT,,S87204659,OBS1143388236,11,28,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49427,L451200,42.1971133,-73.3610344,US-MA,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:4,S77743794,OBS1032510856,12,18,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
49441,L12843458,45.9036209,-82.3632523,CA-ON,/GOOGLE_MAP/ZOOM:15,S80073817,OBS1061701604,12,19,2020,PFW_2021,blujay,5,1,0,0,1,1,0,4.001,,PFW Web 4.1.4
49589,L12709793,40.6828348,-79.9765789,US-PA,/GOOGLE_MAP/ZOOM:15,S77160686,OBS1024287490,12,5,2020,PFW_2021,blujay,1,1,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
49597,L12725635,43.8381525,-73.7631673,US-NY,/GOOGLE_MAP/ZOOM:18,S78118381,OBS1037752905,12,26,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
49603,L13915028,42.2564256,-71.6595134,US-MA,/GOOGLE_MAP/ZOOM:18,S86662978,OBS1136013586,4,28,2021,PFW_2021,blujay,3,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
49605,L13389852,37.5536349,-77.5342426,US-VA,/GOOGLE_MAP/ZOOM:15,S85555503,OBS1121406838,4,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
49622,L276719,40.837416,-74.463028,US-NJ,ESRI_WEBSERVICE_STREET,S83887930,OBS1100778186,3,20,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
49634,L12598466,42.4115583,-71.1369203,US-MA,/GOOGLE_MAP/ZOOM:18,S79809975,OBS1059179498,1,24,2021,PFW_2021,blujay,1,1,0,1,1,1,1,0.001,0.0,PFW Mobile App v1.1.17
49641,L227887,44.5046005,-77.4779129,CA-ON,PointMaker1.0_2,S76301127,OBS1012509810,11,14,2020,PFW_2021,blujay,8,1,0,1,1,1,1,4.001,0.0,PFW Web 4.0.4
49655,L12761249,43.6777425,-79.788236,CA-ON,/GOOGLE_MAP/ZOOM:15,S86749696,OBS1137215315,4,22,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
49660,L11116644,46.378932,-63.045673,CA-PE,/GOOGLE_MAP/ZOOM:15,S79068659,OBS1049339841,1,2,2021,PFW_2021,blujay,15,1,0,1,0,1,0,0.001,0.001,PFW Web 4.1.4
49701,L4098525,49.869027,-97.302981,CA-MB,/GOOGLE_MAP/ZOOM:17,S79463237,OBS1054135588,1,16,2021,PFW_2021,blujay,5,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
49719,L2586320,42.6420528,-80.4732656,CA-ON,/GOOGLE_MAP/ZOOM:16,S79965455,OBS1060401662,1,23,2021,PFW_2021,blujay,9,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
49733,L12573097,32.8998259,-97.2701695,US-TX,/GOOGLE_MAP/ZOOM:15,S77725042,OBS1032273260,12,19,2020,PFW_2021,blujay,1,1,0,0,1,1,0,8.001,0.0,PFW Mobile App v1.1.17
49758,L10153748,41.4251471,-70.6805044,US-MA,/GOOGLE_MAP/ZOOM:15,S80189462,OBS1063120399,1,28,2021,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
49761,L12719471,43.1473977,-70.9131845,US-NH,/GOOGLE_MAP/ZOOM:15,S78091081,OBS1037295834,12,26,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49773,L8198293,37.2204829,-80.0287127,US-VA,/GOOGLE_MAP/ZOOM:15,S77876930,OBS1034435909,12,19,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49784,L8169377,42.0675701,-77.3684317,US-NY,/GOOGLE_MAP/ZOOM:16,S85976482,OBS1127009891,3,30,2021,PFW_2021,blujay,24,0,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49794,L4040039,44.2540523,-71.0111618,US-NH,/GOOGLE_MAP/ZOOM:14,S79684474,OBS1056930332,1,1,2021,PFW_2021,blujay,12,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
49828,L36497,41.8331028,-97.3493519,US-NE,POSTCODE LAT/LONG LOOKUP,S87095173,OBS1141837973,1,23,2021,PFW_2021,blujay,3,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
49853,L72682,42.3035309,-71.2628764,US-MA,POSTCODE LAT/LONG LOOKUP,S77806350,OBS1033408945,12,19,2020,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
49905,L107036,45.5243807,-75.7398137,CA-QC,PointMaker1.0_2,S85089968,OBS1115524786,4,3,2021,PFW_2021,blujay,5,1,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
49967,L4015969,45.3310622,-77.8024651,CA-ON,/GOOGLE_MAP/ZOOM:15,S83472739,OBS1095711466,2,13,2021,PFW_2021,blujay,11,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
49969,L8595951,34.39387,-77.7686226,US-NC,/GOOGLE_MAP/ZOOM:18,S76414474,OBS1013909294,11,19,2020,PFW_2021,blujay,1,1,0,1,1,0,1,1.001,0.0,PFW Mobile App v1.1.14
49981,L76565,37.1124423,-80.4488638,US-VA,applet_mo2applet_1.0,S82119378,OBS1079986864,2,20,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
50000,L106851,41.2989944,-81.8150749,US-OH,PointMaker1.0_2,S89076418,OBS1168493403,2,27,2021,PFW_2021,blujay,3,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
50008,L6696291,40.3527542,-79.6122873,US-PA,/GOOGLE_MAP/ZOOM:18,S81983535,OBS1078590221,2,20,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
50040,L4011335,42.1454281,-71.3789034,US-MA,/GOOGLE_MAP/ZOOM:15,S80256154,OBS1063884045,1,23,2021,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
50051,L80441,42.9907689,-70.9182418,US-NH,postal_code,S81875397,OBS1077425369,2,11,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
50053,L13358570,41.0446073,-74.746577,US-NJ,/GOOGLE_MAP/ZOOM:18,S80258100,OBS1063907149,1,30,2021,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.001,PFW Web 4.1.4
